lp;Wieś;Gmina;Powiat;Populacja;Status;P;IleNiepustych;1097
1;Adamowice;Lyski;powiat rybnicki;926;;;;
2;Adamów;Kłomnice;powiat częstochowski;418;;;;
3;Albertów;Lipie;powiat kłobucki;319;;;;
4;Aleksandria;Konopiska;powiat częstochowski;2510;;;;
5;Aleksandrów k. Wąsosza;Koniecpol;powiat częstochowski;1;;;;
6;Aleksandrów;Koniecpol;powiat częstochowski;130;;;;
7;Aleksandrów;Panki;powiat kłobucki;107;;;;
8;Aleksandrówka;Przyrów;powiat częstochowski;104;;;;
9;Amandów;Pietrowice Wielkie;powiat raciborski;92;;;;
10;Annolesie;Popów;powiat kłobucki;164;;;;
11;Antolka;Niegowa;powiat myszkowski;35;;;;
12;Antonie;Popów;powiat kłobucki;1;;;;
13;Antoniów;Mykanów;powiat częstochowski;1;;;;
14;Antonów;Przystajń;powiat kłobucki;165;;;;
15;Apolonka;Janów;powiat częstochowski;56;;;;
16;Babice;Nędza;powiat raciborski;801;;;;
17;Babienica;Woźniki;powiat lubliniecki;1084;;;;
18;Baby;Kruszyna;powiat częstochowski;318;;;;
19;Bagna;Przystajń;powiat kłobucki;1;;;;
20;Bargłówka;Sośnicowice;powiat gliwicki;730;;;;
21;Bargły;Poczesna;powiat częstochowski;687;;;;
22;Bartkowice;Kłomnice;powiat częstochowski;323;;;;
23;Bażanowice;Goleszów;powiat cieszyński;1255;;;;
24;Bąków;Strumień;powiat cieszyński;1875;;;;
25;Bełk;Czerwionka-Leszczyny;powiat rybnicki;3464;;;;
26;Bełsznica;Gorzyce;powiat wodzisławski;1172;;;;
27;Bestwina;Bestwina;powiat bielski;4982;;;;
28;Bestwinka;Bestwina;powiat bielski;1706;;;;
29;Biała Błotna;Kroczyce;powiat zawierciański;182;;;;
30;Biała Wielka;Lelów;powiat częstochowski;413;;;;
31;Biała;Kłobuck;powiat kłobucki;1521;;;;
32;Bielowicko;Jasienica;powiat bielski;604;;;;
33;Bieńkowice;Krzyżanowice;powiat raciborski;1169;;;;
34;Bierna;Łodygowice;powiat żywiecki;1153;;;;
35;Biery;Jasienica;powiat bielski;1373;;;;
36;Bieżeń;Wręczyca Wielka;powiat kłobucki;782;;;;
37;Biskupice;Olsztyn;powiat częstochowski;1021;;;;
38;Biskupice;Pilica;powiat zawierciański;249;;;;
39;Bliżyce;Niegowa;powiat myszkowski;518;;;;
40;Bluszczów;Gorzyce;powiat wodzisławski;986;;;;
41;Bładnice Dolne;Skoczów;powiat cieszyński;846;;;;
42;Bładnice Górne;Skoczów;powiat cieszyński;109;;;;
43;Błażejowice;Wielowieś;powiat gliwicki;291;;;;
44;Bobolice;Niegowa;powiat myszkowski;89;;;;
45;Bobrowniki;Bobrowniki;powiat będziński;3328;;;;
46;Bodziejowice;Irządze;powiat zawierciański;189;;;;
47;Boguchwałowice;Mierzęcice;powiat będziński;935;;;;
48;Bogunice;Lyski;powiat rybnicki;795;;;;
49;Bogusławice;Kruszyna;powiat częstochowski;513;;;;
50;Boguszyce;Toszek;powiat gliwicki;249;;;;
51;Bojanów;Krzanowice;powiat raciborski;693;;;;
52;Bojszowy;Bojszowy;powiat bieruńsko-lędziński;7690;;;;
53;Bojszów;Rudziniec;powiat gliwicki;1073;;;;
54;Bolesław;Krzyżanowice;powiat raciborski;462;;;;
55;Bolesławów;Przyrów;powiat częstochowski;151;;;;
56;Boniowice;Zbrosławice;powiat tarnogórski;87;;;;
57;Bonowice;Szczekociny;powiat zawierciański;262;;;;
58;Boronów;Boronów;powiat lubliniecki;3333;;;;
59;Borowa;Miedźno;powiat kłobucki;473;;;;
60;Borowce;Dąbrowa Zielona;powiat częstochowski;97;;;;
61;Borowe;Wręczyca Wielka;powiat kłobucki;1026;;;;
62;Borowianka;Kłobuck;powiat kłobucki;540;;;;
63;Borowiany;Wielowieś;powiat gliwicki;210;;;;
64;Borowno;Mykanów;powiat częstochowski;1276;;;;
65;Borucin;Krzanowice;powiat raciborski;1088;;;;
66;Boruszowice;Tworóg;powiat tarnogórski;964;;;;
67;Bógdał;Szczekociny;powiat zawierciański;70;;;;
68;Bór Zajaciński;Przystajń;powiat kłobucki;278;;;;
69;Bór Zapilski;Wręczyca Wielka;powiat kłobucki;401;;;;
70;Braszczok;Herby;powiat lubliniecki;1;;;;
71;Brenna;Brenna;powiat cieszyński;6445;;;;
72;Bronów;Czechowice-Dziedzice;powiat bielski;1133;;;;
73;Brudzowice;Siewierz;powiat będziński;1174;;;;
74;Brusiek;Koszęcin;powiat lubliniecki;112;;;;
75;Brynek;Tworóg;powiat tarnogórski;570;;;;
76;Brzezinki;Wręczyca Wielka;powiat kłobucki;105;;;;
77;Brzeziny Nowe;Poczesna;powiat częstochowski;362;;;;
78;Brzeziny;Niegowa;powiat myszkowski;12;;;;
79;Brzeziny;Przystajń;powiat kłobucki;314;;;;
80;Brzeziny;Żarnowiec;powiat zawierciański;177;;;;
81;Brzezówka;Hażlach;powiat cieszyński;722;;;;
82;Brzeźce;Pszczyna;powiat pszczyński;1151;;;;
83;Brzeźnica;Rudnik;powiat raciborski;467;;;;
84;Brzękowice Dolne;Psary;powiat będziński;1;;;;
85;Brzękowice Górne;Psary;powiat będziński;214;;;;
86;Brzękowice-Wał;Psary;powiat będziński;220;;;;
87;Brzostek;Szczekociny;powiat zawierciański;89;;;;
88;Brzózki;Lipie;powiat kłobucki;100;;;;
89;Brzózki;Popów;powiat kłobucki;180;;;;
90;Brzuśnik;Radziechowy-Wieprz;powiat żywiecki;1149;;;;
91;Brzyszów;Mstów;powiat częstochowski;453;;;;
92;Buczkowice;Buczkowice;powiat bielski;4419;;;;
93;Budziska;Kuźnia Raciborska;powiat raciborski;716;;;;
94;Bujaków;Porąbka;powiat bielski;2230;;;;
95;Bukowno;Olsztyn;powiat częstochowski;327;;;;
96;Buków;Lubomia;powiat wodzisławski;294;;;;
97;Bycina;Rudziniec;powiat gliwicki;838;;;;
98;Bystra;Radziechowy-Wieprz;powiat żywiecki;981;;;;
99;Bystra;Wilkowice;powiat bielski;4246;;;;
100;Bystrzanowice-Dwór;Janów;powiat częstochowski;105;;;;
101;Bystrzanowice;Janów;powiat częstochowski;266;;;;
102;Cegielnia;Mstów;powiat częstochowski;685;;;;
103;Celiny;Lelów;powiat częstochowski;71;;;;
104;Celiny;Ożarowice;powiat tarnogórski;215;;;;
105;Chałków;Lipie;powiat kłobucki;1;;;;
106;Chałupki;Szczekociny;powiat zawierciański;45;;;;
107;Chałupki;Krzyżanowice;powiat raciborski;1622;;;;
108;Chechło;Rudziniec;powiat gliwicki;498;;;;
109;Chełm Śląski;Chełm Śląski;powiat bieruńsko-lędziński;6288;;;;
110;Chlina;Żarnowiec;powiat zawierciański;714;;;;
111;Chmielarze;Kłomnice;powiat częstochowski;111;;;;
112;Choroń;Poraj;powiat myszkowski;1262;;;;
113;Chorzenice;Kłomnice;powiat częstochowski;589;;;;
114;Chrobakowe;Psary;powiat będziński;182;;;;
115;Chruszczobród-Piaski;Łazy;powiat zawierciański;215;;;;
116;Chruszczobród;Łazy;powiat zawierciański;1649;;;;
117;Chudów;Gierałtowice;powiat gliwicki;1807;;;;
118;Chwostek;Herby;powiat lubliniecki;452;;;;
119;Chybie;Chybie;powiat cieszyński;3980;;;;
120;Ciasna;Ciasna;powiat lubliniecki;1573;;;;
121;Ciągowice;Łazy;powiat zawierciański;663;;;;
122;Ciechowice;Nędza;powiat raciborski;413;;;;
123;Cielętniki;Dąbrowa Zielona;powiat częstochowski;396;;;;
124;Cieszowa;Koszęcin;powiat lubliniecki;221;;;;
125;Cięcina;Węgierska Górka;powiat żywiecki;4254;;;;
126;Ciochowice;Toszek;powiat gliwicki;401;;;;
127;Cisie;Blachownia;powiat częstochowski;629;;;;
128;Cisiec;Węgierska Górka;powiat żywiecki;3224;;;;
129;Cisowa;Pilica;powiat zawierciański;202;;;;
130;Cisownica;Goleszów;powiat cieszyński;1809;;;;
131;Cudków;Dąbrowa Zielona;powiat częstochowski;56;;;;
132;Cyganka;Panki;powiat kłobucki;311;;;;
133;Cykarzew Południowy;Mykanów;powiat częstochowski;1;;;;
134;Cykarzew Północny;Mykanów;powiat częstochowski;926;;;;
135;Cynków;Koziegłowy;powiat myszkowski;1156;;;;
136;Cyprzanów;Pietrowice Wielkie;powiat raciborski;501;;;;
137;Czaniec;Porąbka;powiat bielski;5790;;;;
138;Czarków;Pszczyna;powiat pszczyński;2264;;;;
139;Czarków;Wielowieś;powiat gliwicki;256;;;;
140;Czarna Wieś;Wręczyca Wielka;powiat kłobucki;545;;;;
141;Czarny Las;Mykanów;powiat częstochowski;1113;;;;
142;Czatachowa;Żarki;powiat myszkowski;151;;;;
143;Czekanka;Siewierz;powiat będziński;244;;;;
144;Czekanów;Zbrosławice;powiat tarnogórski;914;;;;
145;Czepurka;Janów;powiat częstochowski;158;;;;
146;Czernica;Gaszowice;powiat rybnicki;2334;;;;
147;Czernichów;Czernichów;powiat żywiecki;1136;;;;
148;Czerwięcice;Rudnik;powiat raciborski;96;;;;
149;Czyżowice;Gorzyce;powiat wodzisławski;3629;;;;
150;Ćwiklice;Pszczyna;powiat pszczyński;2980;;;;
151;Dankowice Drugie;Krzepice;powiat kłobucki;1;;;;
152;Dankowice Pierwsze;Krzepice;powiat kłobucki;868;;;;
153;Dankowice Trzecie;Krzepice;powiat kłobucki;1;;;;
154;Dankowice-Piaski;Krzepice;powiat kłobucki;1;;;;
155;Dankowice;Wilamowice;powiat bielski;2836;;;;
156;Danków;Lipie;powiat kłobucki;544;;;;
157;Dąbek;Dąbrowa Zielona;powiat częstochowski;129;;;;
158;Dąbie Górne;Psary;powiat będziński;1;;;;
159;Dąbie;Psary;powiat będziński;678;;;;
160;Dąbrowa Zielona;Dąbrowa Zielona;powiat częstochowski;790;;;;
161;Dąbrowa;Koniecpol;powiat częstochowski;53;;;;
162;Dąbrowa;Popów;powiat kłobucki;286;;;;
163;Dąbrowa;Przystajń;powiat kłobucki;96;;;;
164;Dąbrowno;Niegowa;powiat myszkowski;425;;;;
165;Dąbrówka;Popów;powiat kłobucki;200;;;;
166;Dąbrówka;Wielowieś;powiat gliwicki;471;;;;
167;Dębie;Popów;powiat kłobucki;268;;;;
168;Dębowa Góra;Boronów;powiat lubliniecki;1;;;;
169;Dębowiec;Dębowiec;powiat cieszyński;1920;;;;
170;Dębowiec;Poraj;powiat myszkowski;67;;;;
171;Długi Kąt;Wręczyca Wielka;powiat kłobucki;515;;;;
172;Dobieszowice;Bobrowniki;powiat będziński;1914;;;;
173;Dobra-Kolonia;Pilica;powiat zawierciański;144;;;;
174;Dobra;Pilica;powiat zawierciański;276;;;;
175;Dobraków;Pilica;powiat zawierciański;430;;;;
176;Dobrogoszczyce;Kroczyce;powiat zawierciański;169;;;;
177;Draliny;Pawonków;powiat lubliniecki;244;;;;
178;Drochlin;Lelów;powiat częstochowski;458;;;;
179;Drogobycza;Woźniki;powiat lubliniecki;1;;;;
180;Drogomyśl;Strumień;powiat cieszyński;2316;;;;
181;Droniowice;Kochanowice;powiat lubliniecki;369;;;;
182;Drużykowa;Szczekociny;powiat zawierciański;275;;;;
183;Dzibice;Kroczyce;powiat zawierciański;486;;;;
184;Dzielna;Ciasna;powiat lubliniecki;271;;;;
185;Dzierżno;Poraj;powiat myszkowski;1;;;;
186;Dziewki;Siewierz;powiat będziński;576;;;;
187;Dzięgielów;Goleszów;powiat cieszyński;1418;;;;
188;Dzimierz;Lyski;powiat rybnicki;488;;;;
189;Dzwono-Sierbowice;Pilica;powiat zawierciański;143;;;;
190;Dzwonowice;Pilica;powiat zawierciański;339;;;;
191;Florianów;Popów;powiat kłobucki;137;;;;
192;Florków;Mykanów;powiat częstochowski;1;;;;
193;Frelichów;Chybie;powiat cieszyński;642;;;;
194;Frydek;Miedźna;powiat pszczyński;1408;;;;
195;Fugasówka;Ogrodzieniec;powiat zawierciański;796;;;;
196;Gajowice;Wielowieś;powiat gliwicki;102;;;;
197;Gamów;Rudnik;powiat raciborski;416;;;;
198;Garnek;Kłomnice;powiat częstochowski;792;;;;
199;Gaszowice;Gaszowice;powiat rybnicki;3117;;;;
200;Gąszczyk;Mstów;powiat częstochowski;105;;;;
201;Gęzyn;Poraj;powiat myszkowski;284;;;;
202;Giebło;Ogrodzieniec;powiat zawierciański;662;;;;
203;Gierałtowice;Gierałtowice;powiat gliwicki;4083;;;;
204;Giętkowizna;Lipie;powiat kłobucki;69;;;;
205;Gilowice;Gilowice;powiat żywiecki;4566;;;;
206;Gilowice;Miedźna;powiat pszczyński;1676;;;;
207;Gliniana Góra;Koziegłowy;powiat myszkowski;296;;;;
208;Glinica;Ciasna;powiat lubliniecki;964;;;;
209;Glinka;Ujsoły;powiat żywiecki;796;;;;
210;Gniazdów;Koziegłowy;powiat myszkowski;872;;;;
211;Goczałkowice-Zdrój;Goczałkowice-Zdrój;powiat pszczyński;6621;;;;
212;Godów;Godów;powiat wodzisławski;1934;;;;
213;Godziszka;Buczkowice;powiat bielski;2337;;;;
214;Godziszów;Goleszów;powiat cieszyński;638;;;;
215;Gogołowa;Mszana;powiat wodzisławski;1101;;;;
216;Golasowice;Pawłowice;powiat pszczyński;1518;;;;
217;Goląsza Biska;Psary;powiat będziński;1;;;;
218;Goląsza Dolna;Psary;powiat będziński;270;;;;
219;Goląsza Górna;Psary;powiat będziński;163;;;;
220;Golce;Wręczyca Wielka;powiat kłobucki;370;;;;
221;Goleniowy;Szczekociny;powiat zawierciański;624;;;;
222;Goleszów;Goleszów;powiat cieszyński;4379;;;;
223;Gołkowice;Godów;powiat wodzisławski;4051;;;;
224;Gołuchowice;Kroczyce;powiat zawierciański;302;;;;
225;Gołuchowice;Siewierz;powiat będziński;387;;;;
226;Gorzelnia;Blachownia;powiat częstochowski;480;;;;
227;Gorzków Nowy;Niegowa;powiat myszkowski;238;;;;
228;Gorzków Stary;Niegowa;powiat myszkowski;120;;;;
229;Gorzyce;Gorzyce;powiat wodzisławski;4019;;;;
230;Gorzyczki;Gorzyce;powiat wodzisławski;2228;;;;
231;Gostyń;Wyry;powiat mikołowski;4532;;;;
232;Góra Siewierska;Psary;powiat będziński;1074;;;;
233;Góra Włodowska;Włodowice;powiat zawierciański;595;;;;
234;Góra;Miedźna;powiat pszczyński;3118;;;;
235;Górki Małe;Brenna;powiat cieszyński;903;;;;
236;Górki Śląskie;Nędza;powiat raciborski;977;;;;
237;Górki Wielkie;Brenna;powiat cieszyński;4344;;;;
238;Górki;Przystajń;powiat kłobucki;190;;;;
239;Góry Gorzkowskie;Janów;powiat częstochowski;29;;;;
240;Grabarze;Lipie;powiat kłobucki;131;;;;
241;Grabiec;Szczekociny;powiat zawierciański;227;;;;
242;Grabowa;Mykanów;powiat częstochowski;300;;;;
243;Grabowa;Łazy;powiat zawierciański;737;;;;
244;Grabówka;Mykanów;powiat częstochowski;337;;;;
245;Grabówka;Lubomia;powiat wodzisławski;211;;;;
246;Grodków;Psary;powiat będziński;1036;;;;
247;Grodziec;Jasienica;powiat bielski;1285;;;;
248;Grodzisko;Wręczyca Wielka;powiat kłobucki;817;;;;
249;Grojec;Boronów;powiat lubliniecki;1;;;;
250;Gródczanki;Pietrowice Wielkie;powiat raciborski;210;;;;
251;Gródek;Lelów;powiat częstochowski;35;;;;
252;Gruszewnia;Kłobuck;powiat kłobucki;385;;;;
253;Grzawa;Miedźna;powiat pszczyński;469;;;;
254;Grzegorzowice;Rudnik;powiat raciborski;528;;;;
255;Gulzów;Ogrodzieniec;powiat zawierciański;285;;;;
256;Gumna;Dębowiec;powiat cieszyński;547;;;;
257;Gustawów;Szczekociny;powiat zawierciański;98;;;;
258;Gwoździany;Pawonków;powiat lubliniecki;649;;;;
259;Hadra;Herby;powiat lubliniecki;510;;;;
260;Hanusek;Tworóg;powiat tarnogórski;592;;;;
261;Harbułtowice;Kochanowice;powiat lubliniecki;236;;;;
262;Harbutowice;Skoczów;powiat cieszyński;914;;;;
263;Hażlach;Hażlach;powiat cieszyński;2526;;;;
264;Hecznarowice;Wilamowice;powiat bielski;2592;;;;
265;Herby;Herby;powiat lubliniecki;2134;;;;
266;Huby;Kłomnice;powiat częstochowski;1;;;;
267;Hucisko;Boronów;powiat lubliniecki;1;;;;
268;Hucisko;Janów;powiat częstochowski;23;;;;
269;Hucisko;Włodowice;powiat zawierciański;313;;;;
270;Huta Stara A;Poczesna;powiat częstochowski;583;;;;
271;Huta Stara B;Poczesna;powiat częstochowski;1567;;;;
272;Huta Szklana;Kroczyce;powiat zawierciański;70;;;;
273;Hutka;Wręczyca Wielka;powiat kłobucki;623;;;;
274;Hutki-Kanki;Łazy;powiat zawierciański;95;;;;
275;Hutki;Konopiska;powiat częstochowski;984;;;;
276;Iłownica;Jasienica;powiat bielski;1007;;;;
277;Irządze;Irządze;powiat zawierciański;503;;;;
278;Iskrzyczyn;Dębowiec;powiat cieszyński;641;;;;
279;Istebna;Istebna;powiat cieszyński;5271;;;;
280;Iwanowice Duże;Opatów;powiat kłobucki;866;;;;
281;Iwanowice Małe;Opatów;powiat kłobucki;464;;;;
282;Iwanowice-Naboków;Opatów;powiat kłobucki;108;;;;
283;Izbiska;Miedźno;powiat kłobucki;298;;;;
284;Jaciska;Panki;powiat kłobucki;156;;;;
285;Jacków;Kruszyna;powiat częstochowski;554;;;;
286;Jamki;Konopiska;powiat częstochowski;686;;;;
287;Jamno;Mykanów;powiat częstochowski;123;;;;
288;Jamrozowizna;Kłomnice;powiat częstochowski;1;;;;
289;Janiki;Panki;powiat kłobucki;250;;;;
290;Jankowice;Kuźnia Raciborska;powiat raciborski;439;;;;
291;Jankowice;Pszczyna;powiat pszczyński;3244;;;;
292;Jankowice;Świerklany;powiat rybnicki;4204;;;;
293;Janowice;Bestwina;powiat bielski;1879;;;;
294;Janów;Janów;powiat częstochowski;1000;;;;
295;Jaroszów;Żarki;powiat myszkowski;231;;;;
296;Jarząbkowice;Pawłowice;powiat pszczyński;672;;;;
297;Jasienica;Jasienica;powiat bielski;5618;;;;
298;Jasieniec;Pilica;powiat zawierciański;25;;;;
299;Jasiona;Zbrosławice;powiat tarnogórski;243;;;;
300;Jaskrów;Mstów;powiat częstochowski;1884;;;;
301;Jastrząb;Poraj;powiat myszkowski;1308;;;;
302;Jastrzębie;Rudnik;powiat raciborski;145;;;;
303;Jaśkowice;Zbrosławice;powiat tarnogórski;181;;;;
304;Jawornica;Kochanowice;powiat lubliniecki;596;;;;
305;Jaworze;Jaworze;powiat bielski;7325;;;;
306;Jaworznik;Żarki;powiat myszkowski;728;;;;
307;Jaworzynka;Istebna;powiat cieszyński;3300;;;;
308;Jaźwiny;Mstów;powiat częstochowski;166;;;;
309;Jedlina;Bojszowy;powiat bieruńsko-lędziński;517;;;;
310;Jejkowice;Jejkowice;powiat rybnicki;4153;;;;
311;Jeleśnia;Jeleśnia;powiat żywiecki;3851;;;;
312;Jezioro;Wręczyca Wielka;powiat kłobucki;394;;;;
313;Jeziorowice;Żarnowiec;powiat zawierciański;218;;;;
314;Jeżowa;Ciasna;powiat lubliniecki;532;;;;
315;Julianka;Przyrów;powiat częstochowski;96;;;;
316;Julianów;Lipie;powiat kłobucki;207;;;;
317;Juszczyna;Radziechowy-Wieprz;powiat żywiecki;1683;;;;
318;Kaczyce;Zebrzydowice;powiat cieszyński;3039;;;;
319;Kalej;Wręczyca Wielka;powiat kłobucki;1884;;;;
320;Kalina;Herby;powiat lubliniecki;455;;;;
321;Kalna;Buczkowice;powiat bielski;958;;;;
322;Kałmuki;Panki;powiat kłobucki;257;;;;
323;Kamesznica;Milówka;powiat żywiecki;2862;;;;
324;Kamienica Polska;Kamienica Polska;powiat częstochowski;1722;;;;
325;Kamienica;Woźniki;powiat lubliniecki;876;;;;
326;Kamieniec;Zbrosławice;powiat tarnogórski;820;;;;
327;Kamień nad Odrą;Gorzyce;powiat wodzisławski;1;;;;
328;Kamieńskie Młyny;Woźniki;powiat lubliniecki;686;;;;
329;Kamieńszczyzna;Popów;powiat kłobucki;209;;;;
330;Kamińsko;Przystajń;powiat kłobucki;162;;;;
331;Kamyk;Kłobuck;powiat kłobucki;1329;;;;
332;Kaniów;Bestwina;powiat bielski;3500;;;;
333;Karchowice;Zbrosławice;powiat tarnogórski;397;;;;
334;Karczewice;Kłomnice;powiat częstochowski;460;;;;
335;Karolina;Rędziny;powiat częstochowski;1;;;;
336;Kawki;Panki;powiat kłobucki;213;;;;
337;Kiczyce;Skoczów;powiat cieszyński;1116;;;;
338;Kidów;Pilica;powiat zawierciański;226;;;;
339;Kieleczka;Wielowieś;powiat gliwicki;83;;;;
340;Kiełkowice;Ogrodzieniec;powiat zawierciański;462;;;;
341;Kierzki;Herby;powiat lubliniecki;1;;;;
342;Kijów;Kruszyna;powiat częstochowski;24;;;;
343;Kisielów;Goleszów;powiat cieszyński;747;;;;
344;Klepaczka;Starcza;powiat częstochowski;171;;;;
345;Klepaczka;Wręczyca Wielka;powiat kłobucki;382;;;;
346;Kleszczowa;Pilica;powiat zawierciański;328;;;;
347;Kleszczów;Rudziniec;powiat gliwicki;1043;;;;
348;Kleśniska;Lipie;powiat kłobucki;460;;;;
349;Kłobukowice;Mstów;powiat częstochowski;234;;;;
350;Kłomnice;Kłomnice;powiat częstochowski;2675;;;;
351;Knieja;Przyrów;powiat częstochowski;31;;;;
352;Kobielice;Suszec;powiat pszczyński;1550;;;;
353;Kobiernice;Porąbka;powiat bielski;3353;;;;
354;Kobiór;Kobiór;powiat pszczyński;5088;;;;
355;Kobyla;Kornowac;powiat raciborski;1164;;;;
356;Kobyłczyce;Mstów;powiat częstochowski;488;;;;
357;Kochanowice;Kochanowice;powiat lubliniecki;2208;;;;
358;Kochcice;Kochanowice;powiat lubliniecki;1860;;;;
359;Kocierz Moszczanicki;Łękawica;powiat żywiecki;986;;;;
360;Kocierz Rychwałdzki;Łękawica;powiat żywiecki;288;;;;
361;Kocikowa;Pilica;powiat zawierciański;497;;;;
362;Koclin;Koziegłowy;powiat myszkowski;109;;;;
363;Kocoń;Ślemień;powiat żywiecki;721;;;;
364;Kokawa;Mykanów;powiat częstochowski;578;;;;
365;Kolonia Klepaczka;Kamienica Polska;powiat częstochowski;120;;;;
366;Kolonia Lisów;Herby;powiat lubliniecki;1;;;;
367;Kolonia Poczesna;Poczesna;powiat częstochowski;977;;;;
368;Kolonia Wierzchowisko;Mykanów;powiat częstochowski;1;;;;
